1	select count(*) from singer;	SELECT count(*) FROM singer
1	select count(*) from singer;	SELECT count(*) FROM singer
1	select singer.name , singer.country , singer.age from singer   order by singer.age desc;	SELECT name ,  country ,  age FROM singer ORDER BY age DESC
1	select singer.name , singer.country , singer.age from singer   order by singer.age desc;	SELECT name ,  country ,  age FROM singer ORDER BY age DESC
1	select avg(singer.age) , min(singer.age) , max(singer.age) from singer where  singer.country = "France";	SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'
1	select avg(singer.age) , min(singer.age) , max(singer.age) from singer where  singer.country = "France";	SELECT avg(age) ,  min(age) ,  max(age) FROM singer WHERE country  =  'France'
1	select singer.song_name , singer.song_release_year from singer   order by singer.age asc limit 1;	SELECT song_name ,  song_release_year FROM singer ORDER BY age LIMIT 1
1	select singer.song_name , singer.song_release_year from singer   order by singer.age asc limit 1;	SELECT song_name ,  song_release_year FROM singer ORDER BY age LIMIT 1
1	select distinct singer.country from singer where  singer.age > 20;	SELECT DISTINCT country FROM singer WHERE age  >  20
1	select distinct singer.country from singer where  singer.age > 20;	SELECT DISTINCT country FROM singer WHERE age  >  20
1	select singer.country , count(*) from singer  group by singer.country;	SELECT country ,  count(*) FROM singer GROUP BY country
1	select singer.country , count(*) from singer  group by singer.country;	SELECT country ,  count(*) FROM singer GROUP BY country
1	select singer.song_name from singer where  singer.age > (select avg(singer.age) from singer  );	SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer)
1	select singer.song_name from singer where  singer.age > (select avg(singer.age) from singer  );	SELECT song_name FROM singer WHERE age  >  (SELECT avg(age) FROM singer)
1	select stadium.location , stadium.name from stadium where  stadium.capacity between 5000 and 10000;	SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000
1	select stadium.location , stadium.name from stadium where  stadium.capacity between 5000 and 10000;	SELECT LOCATION ,  name FROM stadium WHERE capacity BETWEEN 5000 AND 10000
0	select max(stadium.capacity) , avg(stadium.capacity) from stadium;	select max(capacity), average from stadium
1	select avg(stadium.capacity) , max(stadium.capacity) from stadium;	select avg(capacity) ,  max(capacity) from stadium
0	select stadium.name , stadium.capacity from stadium  group by stadium.name  order by avg(stadium.average) desc limit 1;	SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1
0	select stadium.name , stadium.capacity from stadium  group by stadium.name  order by avg(stadium.average) desc limit 1;	SELECT name ,  capacity FROM stadium ORDER BY average DESC LIMIT 1
1	select count(*) from concert where  concert.year = 2014 or concert.year = 2015;	SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015
1	select count(*) from concert where  concert.year = 2014 or concert.year = 2015;	SELECT count(*) FROM concert WHERE YEAR  =  2014 OR YEAR  =  2015
1	select stadium.name , count(*) from concert join stadium on concert.Stadium_ID = stadium.Stadium_ID  group by concert.stadium_id;	SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id
1	select stadium.name , count(*) from concert join stadium on concert.Stadium_ID = stadium.Stadium_ID  group by concert.stadium_id;	SELECT T2.name ,  count(*) FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id GROUP BY T1.stadium_id
0	select stadium.name , stadium.capacity from concert join stadium on concert.Stadium_ID = stadium.Stadium_ID where  concert.year >= 2014  group by concert.stadium_id  order by count(*) desc limit 1;	SELECT T2.name ,  T2.capacity FROM concert AS T1 JOIN stadium AS T2 ON T1.stadium_id  =  T2.stadium_id WHERE T1.year  >=  2014 GROUP BY T2.stadium_id ORDER BY count(*) DESC LIMIT 1
